,comment
8360,5:03 어 내 심장
8361,토를 왜 세면대에서 해ㅋㅋㅋㅋ
8362,안될거 알지만 왠지 이 드라마에선 여여커플 키스신 나오는거 기대했었다는..
8363,3:17 전세계 언니들 다 오열하는 소리 들림
8364,"손만 잡고 잘게요...네?

거기서 난 이미 한마리의 차현에게 반한 여자가 되었다...."
8365,이 씬으로 영업당하고 실제 드라마에선 남주들과 키스씬만 보게 되는.......
8366,자막센쓰갘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ드립 간간히웃기네옄ㅋㅋㅋㅋㅋ
8367,와 나 미치겄네 이다희씨 와이프 자리 남아있나요?.? 예????????????'ㅡ' 제발
8368,나 죽어.....검블유 차현 타미 못놔....
8369,3:24 손만 잡고 잘게요 할때 손 겹치는 소리 들렸다 그쵸 나만 들은거 아니다 그쵸??? 저렇게 말하면서 손 겹쳐잡았을거 생각하면 으악윽ㄲ
8370,임수정 온미녀 이다희 냉미녀...얼굴합 오지네ㄷㄷ
8371,"드러운 유교의나라 .. 이제 우리나라도 여여 남남 커플 넷플릭스처럼 걍 엮고 해야함 
나는 비록 여자를 좋아하지만 그런 동성연애에 반대하지않아 
그림만 이쁘면 된다"
8372,다희누나 너무이쁘넹
8373,ㄹㅇ 우리나라 사람들 화가 많아졌나봐 그냥 그렇구나 하면 되는 걸 끝까지 물고 싸우네 안쓰러워 남자 여자 편 가르기 좀 그만해 서로 신경을 끄자 그냥 그게 제일 좋은 방법일듯
8374,3:10 부터 코피 터질뻔.. 나 연하 좋아했네......
8375,보통 주정부리면 정 다 떨어지는데 저 언니는 저래도 왜 정이 가냐...
8376,옛날에 대학때 여친 생각나네...술이 만취가 되셔서 업고 집에 델다주는데 집이 화곡동이었는데 개높았음 뒤질뻔했음 올라가다 경찰만났는데 제발부탁이니까 얘좀 집에 델다주면 안되냐니까 그냥 내꺼랑 걔꺼 신원확인하고 빤스런함 겨우겨우 집에 갔는데 던져놓고 튀다가 걔네 아버지만남 빌라였는데 걔네아버지꺼임 5층이 걔집이고 1층이 부모님집임 어쨋든 어 너 하시더니 끌고들어가심 술드신거 같았음 나 술못함 못마시는게 아니고 술마시는거 싫어함 근데 끌려들어가서 술마심 강제로 결국 떡됨 여친 부모님 집에서 잠 망할 10년전에 그때 경찰이 도와주기만 했어도 지금 내가 여기 5층에서 똥싸면서 유튜브 안봐도 됐는데 못된경찰아찌 전여친 현 와이프 ㅠㅠ 토할거같아
8377,쪼꼬미 시발ㅋㅋㅋㅋㅋ임수정키가 168인뎈ㅋㅋㅋㅋㅋㅋ존나웃기네
8378,쪼꼬미래ㅜㅜ 손만잡고 잔데ㅜㅜ
8379,이거 몇화에 나오나요?..
8380,2:47 ㅋㅋㅋㅋㅋㅋ배타미 흠칫
8381,둘이 레즈물 제발 한 번만 찍어주세요 ㅠㅠㅜㅠ 귀요미들
8382,이거 헤테로에요?? 말이 돼? 미쳤어? 누가봐도 레즈야 누가봐도 지엘이야 누가봐도 백합인걸?
8383,여러분 임수정 배우님이 작은게 아닙니다......
8384,언니... 나 이런 거 좋아했네 제발 사궈 주세요
8385,"3:15 언니 얼굴,,,,, 감사합니다 감사합니다"
8386,둘이 사겨야대 ;ㅅ;
8387,와씨 이거 어쩌다 이다희 배우분 있길래 와서 봤더니 개설렜다...(맞춤법 맞나 설레다...ㅎㅎ) 이거 저장해놔야지 ㅁㅊ...
8388,쪼.꼬.미~~ㅋㅋㅋ
8389,"백합부부인가요?
그냥 부부삘 나는데..."
8390,저는 일단 찬성이요..
8391,??? 이다희 176이라고 ??? 그럼 이재욱 도대체 키가 몇이야 190되는거 아님...?????
8392,저기 있고싶네ㅋㅋㅋㄱ너무이쁘다
8393,2:47초 웃음참기 챌린지 실패
8394,4:03 나 진짜 설레서 오늘 잠 못 잔다 하......
8395,Scarlet x tammy 
8396,심장아 나대지마
8397,2:38 설렘 주의
8398,아..화장 안 지우고 잔다ㅠ
8399,나 작은 키 아니야ㅑ.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
8400,저런 예쁨 여자 하고 연애 해보고싶당
8401,0:50 자막 뭔데 ㅋㄲㅋㄲㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
8402,쪼꼼미!!!!!!!!!!!!!!!!!!!
8403,세상에 차현 나랑 같이 자요 부분 원피스에 핸콕? 같았서 (이쁘다는 소리)
8404,앜ㅋㅋㅋ
8405,연기 잘하는건가
8406,3:14 시발 여기서 키스 갈길거라고 생각한 내 자신한테 현타 옴 대한민국 유교 안 때려치고 뭐하냐 ㅆㅂ;
8407,00:20소주가혈관을타고 콸콸콸~ 저런주사라면 받아줄 수 있어요. 언니 ㅋㅋ
8408,나 돈많아~!이쒸. 귀엽다
8409,3:11 언니..존예다 나랑 자자..손만잡을게ㅠㅠㅠㅠㅠㅠ내가 술겁나 사줄게ㅜㅠㅜㅜ
8410,저 이드라마 안 봐서 모르는 1인인데 지금 둘이 커플인거 아닌가요?
8411,소주가 혈관을 타고 꽐꽐꽐~~~
8412,맞아요 넷플에 어서 오세요!!!!!!!!
8413,이런 사이 좋네요
8414,언니 같이 자요 여기서 난 끝났다
8415,자꾸 외국자본으로 드라마가 만들어지는 현실이. 조금 불안한듯
8416,"누워있긴 나랑 누워있으면서 딴 여자 얘기가 나와? 

이거.... 뭐지 왜설레"
8417,한국드라마 시청자들은 동성연애물 엄청 좋아하는가보네 다들 간절히 바라는게 보이네 ㅋㅋ
8418,이거 몇화예요?
8419,언니들 결혼하면 저도 껴줘요 낄래 아아 껴줘어ㅓㅓ
8420,언니 같이 자요 손만 잡고 잘게요라는 대사가 나오는 드라마가... 여여럽라가 아니라고;.???인정못해ㅠㅡㅠㅠ
8421,3:10 와... 너무 예뻐
8422,"2:47 아아아앙 쪼꼬미!!!!
2:53 쪼꼬미이?!!!!!"
8423,배타미니까 쪼꼬미라고 불러주지 나한텐 쭈꾸미라고 할듯 ㅠ
8424,저때 차현 입술색이 무지 궁금했음 ㅋ
8425,0:19 귀욥
8426,이거 몇 화예요?????
8427,2:47 우와..꿀귀
8428,추천동영상에 떠서 감사합니다... 감사합니다....
8429,참고로 저둘은 설정상 한살차이ㅋㅋ
8430,ㅋㅋㅋㅋㅋㅋ
8431,둘이 찐하게 키스하는거 보고싶다ㅋㅋㅋ
8432,헐 이거 뭐야 미친 뭐야 나!돈! 많아!!! 이거뭐야ㅜㅜㅜㅜㅜㅜㅠㅠㅠㅠㅠ
8433,"2:22 다다다
3:18 언니
4:54 안나와"
8434,대통령이 직접로비한 장면들만 없었으면 최곤데..아쉽네요. 비서실장으로 하시지. 무리수였음
8435,2:56 우웅...
8436,와 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거머죠ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
8437,이거몇화임?
8438,5:03 제심장이요...
8439,언니 에서 설렜어 어쩌지
8440,왜ㅐ 하필 한국드라마죠 둘이 사겨야지....
8441,아니 왜 둘이 안 사귐?
8442,우레만잠!!! 우레만잠!!! 아악!!!!!
8443,3:19 
8444,4:55  앙나와.....앙나와.....
8445,ㅋㅋㅋㅋ
8446,재미있음
8447,★대환장파티★
8448,차현언니 저보다 언니신데요 제얼굴은 이미 언니보다 나이많으니까 저한테도 언니라고 불러주세요ㅠㅠ
8449,작가님 넷플로 오세요 정주행 공짜로 해드립니다
8450,몇화예요?
8451,"저날 이닿희님이 바른 립뭘까욘,,0-0"
8452,화장 안 지우고 자면 내일 얼굴 썩어 이사람들아 ㅠㅠ
8453,진짜... 왜 자꾸 날 레즈로 만들어.......
8454,이게 대체 찐이 아니면 뭐란 말인가
8455,아무리봐도 포메랑 말티즈같애........
8456,쬬꼬미!!!!!
8457,저렇게 먹으면 죽는데...ㅠㅠㅋㅋ
8458,나만 언니 같이 자요에서 쓰러졌니 ? 어 ??? ㅠ  살옂 ㅓ
8459,1:23 배타밍~~ 요기 오디양~~~
8460,나... 돈... 마나!!!!! 이씨!!!!!!!!
8461,1:51 디즈니공주 웃음소리
8462,3:16 언니 에서 왜 내가설레냐 남잔데..
8463,"they are couple, aren't  they？"
8464,현실고증이 부족하네요 !!! 잠자리에 평상복 차림이라니요 !!!!
8465,2:49 ️
8466,2:49 쪼꼬미!!!!!!
8467,2:56 이때 실검 이다희 키 임수정 키
8468,안나와..안나와.ㅋㅋㅋ
8469,Name of show please?  I got Viki pass  Name of show please.
8470,톰을 업고가는 제리
8471,뼈를 묻겠다((충성
8472,눈으로 욕하깈ㅋㅋㅋㅋㅋ
8473,참으로 좋소
8474,나만 따다다다 (2:23)이부분 반복해서 보고있나.....hoxy...?
8475,친자매같아ㅋ
8476,화장은지우고자야짘ㅋㅋㅋㅋㅋㅋㅋ
8477,이다희 립 정보좀 제발
8478,2:47 쪼꼼미!!
8479,저렇게 화장안지우고 자면 다음날에 난리나요.
8480,쪼꼬밐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
8481,네 같이 자욤>< 꾸엙
8482,화장 안 지우고 자는 거 불편하농
8483,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
8484,"2:40 2:40 
2:40 2:40
흐어어..무한반복"
8485,언니? 같이 자요??? 손만 잡고 잘게요?????
8486,ㅋㅋ
8487,
8488,여러분 .. 요 작가님이 이번에 김태리 x 우주소녀 보나가 출연하는 드라마 스물 다섯 스물 하나를 쓰셨습니다 .. 제2의 차현 타미 기대해 보자구요 ^^^^ 김태리 보나 펜싱 국가대표인데 경쟁자 ? 느낌으로 나온다네요 ..ㅎㅎㅎ 다들 혐관 워맨스 기대해봅시다 ㅎㅎㅎㅎㅎ
8489,굿!
8490,나.. 돈... 많나아아아가ㅏ아가악!!!!!!!!!!!!!!
8491,나랑 자자......? 이거 대사만 보면 수위 무엇....?
8492,3:11 미친...
8493,"02:46
아 우우우ㅜ우웅
쬬꼬미이ㅣ!
나랑 쟈쟈아"
8494,베갯머리송사 오졌네
8495,글지...베타미 작은키가 아닌지...
8496,3:15 완전 보아행콕이네 ㄷㄷ
8497,언니는 댕댕이 해 난 개 할게
8498,주량 미친
8499,"1:22,2:22,2:39,3:14,4:53,5:02"
8500,화장은 지우고 자야해요..
8501,언니 제가 그 침대 베개라도 될게요...저도 누울ㄹ
8502,하... 나.. 손 두개나 있는데.....................
8503,아무리 그래도 세면대에서 토하는 건 아니잖수?
8504,이쁘다
8505,"허,,나 왜설레,,,????"
8506,이거 몇화에여  못본거같누
8507,불한당 느낌이다 ㅋㅋㅋ
8508,1:22 요기 오디야아~~~~~~
8509,음.. 손만잡고 잔다고? 그럼 손만잡고 안자면 뭘 잡으려고? 기대되는데
8510,저 이거 안봤는데 너무 찐 로맨슨데요?
8511,언니에서 이미 누웠다
8512,아시팔심장떨려
8513,쏘주가 혈과늘 타고 콸☆콸☆콸ㄹ!
8514,결혼해
8515,이게 나라다
8516,2:23 다다다에 치였다 이미....
8517,화장실 빼고 은행꺼라며.....
8518,나만 첨에 크리스탈보임?
8519,나..돈 마나!!!!!!!!
8520,더 큰 대한민국 언제 와
8521,"마마 보고 다시왔다,,,"
8522,작가님. 넷플릭스에서 여여 가시죠........
8523,...?누워있는데 턱이 하나라고..?
8524,누가 그러더라 골든리트리버랑 치와와 조합이라고
8525,내가 레즈였나 했다...
8526,하... 맛있다...
8527,오늘도 보고 자는
8528,이 드라마에서 문제는 한국이다 시발
8529,4:38 누가 세면대에다 토해 다 막힌다야
8530,"1:22
2:17
2:39
3:18"
8531,!!!!!!!!여러분들 6월 5일 넷플릭스에 www 올라와요!!!!!!!!!!!!
8532,소주가 혈관을 타고 콸콸콸~
8533,썸네일의 애교력 문구는 좀 보기불편하네요
8534,힐 신고 업고왔다구? 찐사랑인데??
8535,와 이거 어떡해
8536,"그러다 40에뇌졸중옵니다
현재 그 상황임"
8537,딴 여자 얘기가 나와? ㅋㅋㅋㅋㅋ
8538,달달하누 ㅠ ㅠ
8539,저러고 자면 입술화장 베개에 다 묻죠?
8540,언니 왜 저 레즈 만들어요ㅠㅠㅜㅜㅠㅠㅠㅜ
8541,아 레.즈. 될.꺼.같.아
8542,"1:18
2:20
3:15"
8543,보아핸콕닮앗다 ㅠ
8544,헤엑짱이다
8545,이곳이 제 누울자립니다 감사합니다 드디어 눕네요 제가
8546,???:환장
8547,2:22 따다다
8548,이빨닦고 자야지 토도 했는데....
8549,드라마는 재밌는데 ㅋㅋ댓글이 개역겹네
8550,대미친...............
8551,0:20 콸 콸콸~!!
8552,왜 내가 넘어가지
8553,2:41 ㅗㅜㅑ
8554,콸콸콰알~
8555,우아
8556,이거 몇화에욮
8557,임수정 키 168인데 ㅋㅋ
8558,야어ㆍ어ᆢ어ㆍ어ᆢ어ㆍ어ㆍ아어ㆍ아어ㆍ아아아아잉ㆍㅇ♡
8559,혹시....G...L?....꺄악!.ㅎㅎㅎㅎ
8560,천만 레즈 다 뒤집어짐
8561,내가 몇없는 싫어요중 하나다!
8562,시바 사귄다
8563,여기 쪼꼬미 있습니다. 제가 167쪼꼬매 대신 옆자리 채울수 있습니다.
8564,허버허버 맛있다
8565,"진짜 궁금해서 그러는데  이거  무슨 드라마입니까

동성애 드라마입니까??????"
8566,선생님 저 레즈인가봐요 ㅅㅂ
8567,2:23 내가볼려고 ㅠㅠ 다다다다
8568,4:014:01
8569,콸.콸.콸ㅇ아ㅏㄹ
8570,머임?? 둘이 레즈비언임??? 다른 편 보니까 남자친구 있던데.. 왜  같이 자자고 하는 거임?? 누가 제발 설명좀 ㅠㅠ
8571,차현이 저 여자좋아해요?
8572,이름이 다 왜 이래요?브라이언 스칼렛?
8573,3:10
8574,2:49
8575,3:10
8576,크크크.....!
8577,2:48
8578,2:48
8579,0:19
8580,ㅋ
8581,0:19
8582,...?!!?!
8583,강사라인데?
8584,English comment
8585,WWW=Womence Womence Womence 맞죠????
8586,이거 재밌나요??
8587,2:56 웅.
8588,3:17 shimkungz
8589,?
8590,보빔도 좋네요 한남소추6.9보다 오조오억배 좋네요^^
8591,아 ㄹㅈ .. 개싫;;
8592,화장 지우고 자라~~~
8593,토는 변기에다 해라~~
8594,"[검색어를 입력하세요 www]
일 잘하고 사랑 잘하는 검블유 다시보기
 https://youtube.com/playlist?list=PLdyB3s37qpTNYwCaGJ89SzR4A7wKIrTW6"
8595,"I'm so in love with their chemistry.. Also,  their kind of story"
8596,진짜 커피내리는 소리 감독님 진짜 천재심 ㅇㅇ
8597,아니 19세도 아닌데 이렇게 야해도 되나요? 이런식으로 드라마 만들면 너무 설레고 응원합니다
8598,소리듣고 한번 더 사망...ㅋㅋㅋㅋ 이 집 자막 맛집이네
8599,드라마 ㄹㅇ 안보는데 이거 방영한지 얼마 안됐을 때 클립영상이 너무 설레서 본방으로 봤다..하
8600,아 미친거 아니냐고 하루에 한번씩 보러온다
8601,Me encanta 
8602,확 들어온것도 미쳤는데 소리도 미쳤습니다ㅋㅋㅋㅋㅋ거기다 커피 2잔 더 남았다는 사실!! 모건이 선수네
8603,1:25  여유있게 타미 한 번 보고 ㅋㅋㅋ 냅다 직진해서 1:32 얼굴 감싸 자기 쪽으로 댕겨써 뽑뽀하는 모건이ㅎㄷㄷㄷ 섹시하다
8604,검블유 진짜 인생드ㅠㅠㅠ 방영 당시엔 시청률 낮아서 아쉬웠는데
8605,미친 ㅠㅠㅠ하루에 10번씩은보는것같다..
8606,아니 무슨 회사 탕비실에서 별걸 다하네 드라마가 감사합니다 사는동안 tvn 많이 버세요.. 개주아..️
8607,"와 나진짜 검블유가 뭔데 ; 
낼 부터 정주행한다"
8608,이 장면 최고야...혹시 몇화에요?ㅠㅠ
8609,검블유 진짜 변태같음 개좋아ㅠ
8610,아니 배타미는.. 직장에서 이게 무슨 짓이야 할 거 같은 평소모습으로 저렇게 잘 받아주는 저런 반전매력이 너무 많아... 너무 짜릿해ㅠ
8611,아 진짜 미쳤나봐 왜 이제야 이걸 봤지
8612,"0:26 말개빨라서 배속 올린건가 했는데 래퍼라 그냥 말을 빠르게해도 발음이 정확했던거,,"
8613,개좋아 검블유
8614,아 존나 기똥차다 눈물난다 정주행 한다
8615,His VOICE 
8616,걍 레전드..
8617,Wow ....   how he stole that kiss ..
8618,박모건 사랑해요 ㅠㅠㅠ 엉엉
8619,너무진짜재미있다
8620,휴... 진짜 이건 한번도 안본 사람은 있어도 한번만 볼 수는 없다...
8621,모건이 천재였네~~~지금보니..커피두잔듸남았으ㅋㅋ
8622,ASMR 미쳤다..
8623,0하씨 진짜 ㅋㅋㅋㅋㅋ판타지다ㅠㅠㅠㅠ와 인소 드라마버전 느낌
8624,진짜 ㅋㅋㅋ 이 키스씬이 젤 야한것같음️️
8625,"0:34 부터 바라보는 시선 왤케 달콤해에
옆태 크흡"
8626,캬~~~~좋다
8627,오늘부터 정주행 간다
8628,아씨  넘 좋다
8629,"Jaman makin canggih aja, kisseu ada asmr nya "
8630,오늘도 박모건한테 치인다..크으..
8631,사랑한다 장기용 응원한다 장기용
8632,이 장면...몇번째 보는건지...
8633,"미친 귀여웠ㅇ어요 타미래 미쳤나봐 저 동굴 같은 목소리로 저러면 어쩌자는거야 정말 나 미쳐요 오라버니 하 나살려 아니 그리고 옆선 뭔데 코가 아주그냥 지구 뚫겠ㅇ어 미친 팔뚝봐 ㅇㅇㅇㅇㅇㅇㅇ어아아르르그ㅡ흐르르시발싣ㄹ라아아미친미치니니미치니니미치니ㅣ미미친 무슨 에이에스엠알ㅇ이야 존나 리얼해 존ㄴ나 은밀해 미쳤ㅇ어 좋았대 너무너ㅜ머누너무너누너뭠너ㅓ뭄 하랑해요 사랑해 다시봐여지,,"
8634,️장기용=박모건
8635,ㅅㅂ 소리봐ㅋㅋㅋㅋ 키스로 asmr찍으시네 두분
8636,"기용악 ㅜㅜㅜㅜㅜㅜ
나 죽어"
8637,"1,203번째 돌려보는중입니다.
앞으로 179,945번 더 돌려 볼 예정입니다."
8638,0:20 이 부분이 왜 이렇게 좋지..?
8639,휴 짜증나요 ㅜㅜㅜㅜ 너무 좋아서 하 ㅜㅜㅜ 아아아아아아ㅏ앙ㄱ ㅜㅜㅜㅜㅜ
8640,아 아아아아아 졸라 좋다
8641,후... 심장새끼야 그만 나대 너는 그럴일 없어 ㅠㅠ
8642,몇번을 돌려본건지 
8643,와....재밌다 정말 재밌다......
8644,저런키스가ㅠ젤좋 하악
8645,이거 넷플릭스에 왜 없냐고요;;
8646,꺄악 어린이는 이런 거 못 봐욧....ㅎ-ㅎ
8647,세상에..........맙소사...(입틀막;;;;)
8648,씨히히히히ㅣ 세상 다살았다 개돌았다 ㅠ 아개좋아
8649,CCTV관리자:워메?!
8650,내 남자의 비즈니스... 내 남자의 비즈니스.......
8651,이거 몇화에요 ?
8652,ㅗㅜㅑ...  (조용히 다시 영상을 재생한다)
8653,하 개섹시맨
8654,이거보고 23살에 몽정했습니다..
8655,미쳤다
8656,ㅠㅠㅠㅠㅠㅠㅅㅂ제발 시간멈춰주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
8657,Que capítulo es
8658,Duuuddddeeee... U r killing me!!!  Why r so confidently smooth???
8659,️️️️
8660,와 미친
8661,아 놨두지 커피만 기다리지 오ㅐ 말을 걸어..
8662,내가 들은 가장 야한 커피 내리는 소리 ㅆㅂ
8663,좋았어요......저도
8664,아...나...뒤질 것 같아
8665,Is so hard to find English comments here
8666,난 여기서 사망
8667,Asmr급인데..?
8668,อปป้า
8669,What's the dramas name
8670,"미친,...."
8671,저 사람들 커피 다 마셔야 나갈 수 있음?
8672,소리 겁나야해
8673,근데 나갈 때 어떡함?
8674,너무짭당 ㅠ 재밌는뎅
